general_possession_pct_home,general_possession_pct_away,general_shots_home,general_shots_away,general_shots_on_goal_home,general_shots_on_goal_away,general_blocked_shots_home,general_blocked_shots_away,general_total_passes_home,general_total_passes_away,general_passing_accuracy_pct_home,general_passing_accuracy_pct_away,general_corners_home,general_corners_away,general_total_crosses_home,general_total_crosses_away,general_offsides_home,general_offsides_away,general_aerial_duels_won_home,general_aerial_duels_won_away,general_expected_goals_home,general_expected_goals_away,general_goalkeeper_saves_home,general_goalkeeper_saves_away,general_clearances_home,general_clearances_away,general_fouls_home,general_fouls_away,general_yellow_cards_home,general_yellow_cards_away,general_red_cards_home,general_red_cards_away,general_overall_pct_home,general_overall_pct_away,general_open_play_pass_pct_home,general_open_play_pass_pct_away,general_set_piece_cross_pct_home,general_set_piece_cross_pct_away,general_open_play_cross_pct_home,general_open_play_cross_pct_away,general_goals_conceded_home,general_goals_conceded_away,general_shots_against_home,general_shots_against_away,general_clean_sheets_home,general_clean_sheets_away,general_xg_conceded_home,general_xg_conceded_away,general_interceptions_home,general_interceptions_away,shooting_goals_home,shooting_goals_away,shooting_on_target_home,shooting_on_target_away,shooting_off_target_home,shooting_off_target_away,shooting_blocked_home,shooting_blocked_away,passing_overall_pct_home,passing_overall_pct_away,passing_open_play_pass_pct_home,passing_open_play_pass_pct_away,passing_set_piece_cross_pct_home,passing_set_piece_cross_pct_away,passing_open_play_cross_pct_home,passing_open_play_cross_pct_away,possession_0_5_home,possession_0_5_away,possession_6_10_home,possession_6_10_away,possession_11_15_home,possession_11_15_away,possession_16_20_home,possession_16_20_away,possession_21_25_home,possession_21_25_away,possession_26_30_home,possession_26_30_away,possession_31_35_home,possession_31_35_away,possession_36_40_home,possession_36_40_away,possession_41_45_home,possession_41_45_away,possession_46_50_home,possession_46_50_away,possession_51_55_home,possession_51_55_away,possession_56_60_home,possession_56_60_away,possession_61_65_home,possession_61_65_away,possession_66_70_home,possession_66_70_away,possession_71_75_home,possession_71_75_away,possession_76_80_home,possession_76_80_away,possession_81_85_home,possession_81_85_away,possession_86_90_home,possession_86_90_away,xg_total_team_xg_home,xg_total_team_xg_away,xg_shots_home,xg_shots_away,xg_shots_on_target_home,xg_shots_on_target_away,match_id
53.1,46.9,14,11,7,2,2,6,459,415,84.5,84.6,8,7,7,13,0,1,10,6,2.0,1.3,2,5,12,12,11,15,1,2,0,0,84.5,84.6,84.4,84.8,57.1,62.5,28.6,23.1,0,2,14,11,0,0,1.3,2.0,2,0,2,0,7,2,5,0,2,6,84.5,84.6,84.4,84.8,57.1,62.5,28.6,23.1,61.08,38.92,58.22,41.78,77.26,22.74,54.01,45.99,74.13,25.87,56.69,43.31,59.5,40.5,80.04,19.96,19.36,80.64,53.78,46.22,57.99,42.01,62.29,37.71,59.26,40.74,55.02,44.98,28.02,71.98,49.39,50.61,37.22,62.78,26.33,73.67,2.0,1.3,14,11,7,2,79fae39a
61.5,38.5,17,6,2,1,9,1,640,362,86.9,78.5,12,1,16,2,2,3,18,19,1.3,0.4,0,2,4,11,9,4,3,1,0,0,86.9,78.5,86.7,81.7,27.3,0.0,18.8,0.0,1,0,17,6,0,0,0.4,1.3,0,4,0,1,2,1,4,4,9,1,86.9,78.5,86.7,81.7,27.3,0.0,18.8,0.0,41.27,58.73,78.37,21.63,54.11,45.89,49.41,50.59,54.38,45.62,59.87,40.13,84.01,15.99,58.13,41.87,63.12,36.88,62.78,37.22,53.96,46.04,77.12,22.88,57.36,42.64,66.02,33.98,51.95,48.05,56.16,43.84,79.5,20.5,76.51,23.49,1.3,0.4,17,6,2,1,6907f62a
54.4,45.6,10,10,5,3,1,4,464,386,88.2,83.4,6,2,16,9,1,3,22,20,0.6,2.0,1,5,7,14,12,12,1,2,0,0,88.2,83.4,88.3,85.2,33.3,0.0,12.5,33.3,2,0,10,10,0,0,2.0,0.6,0,0,0,2,5,3,3,0,1,4,88.2,83.4,88.3,85.2,33.3,0.0,12.5,33.3,31.27,68.73,40.64,59.36,65.66,34.34,78.23,21.77,57.11,42.89,46.95,53.05,47.78,52.22,20.92,79.08,67.58,32.42,36.58,63.42,44.58,55.42,41.75,58.25,29.43,70.57,59.64,40.36,79.81,20.19,50.48,49.52,64.02,35.98,51.82,48.18,0.6,2.0,10,10,5,3,6a6aa9ea
49.5,50.5,14,17,6,7,1,4,325,357,81.2,79.5,8,5,10,10,3,2,16,5,1.6,2.6,4,5,14,11,19,12,5,3,1,0,81.2,79.5,81.1,78.8,18.2,42.9,20.0,60.0,3,1,14,17,0,0,2.6,1.6,0,6,1,3,6,7,6,5,1,4,81.2,79.5,81.1,78.8,18.2,42.9,20.0,60.0,45.55,54.45,71.4,28.6,54.07,45.93,27.71,72.29,23.71,76.29,52.99,47.01,50.37,49.63,52.82,47.18,33.02,66.98,44.49,55.51,70.53,29.47,53.97,46.03,47.2,52.8,64.49,35.51,53.8,46.2,58.57,41.43,44.95,55.05,50.12,49.88,1.6,2.6,14,17,6,7,c1358145
44.4,55.6,5,17,2,5,2,2,388,548,79.4,84.5,4,9,5,6,0,1,11,15,0.5,2.4,5,2,6,1,12,12,3,1,0,0,79.4,84.5,80.1,84.1,50.0,28.6,20.0,16.7,0,0,5,17,0,0,2.4,0.5,2,1,0,0,2,5,1,7,2,2,79.4,84.5,80.1,84.1,50.0,28.6,20.0,16.7,49.7,50.3,51.93,48.07,30.51,69.49,33.27,66.73,45.72,54.28,61.11,38.89,45.95,54.05,54.5,45.5,61.9,38.1,43.09,56.91,46.2,53.8,30.56,69.44,41.4,58.6,25.59,74.41,45.18,54.82,51.09,48.91,39.26,60.74,42.05,57.95,0.5,2.4,5,17,2,5,7ec751cc
58.7,41.3,20,10,12,2,2,5,500,395,85.4,75.2,9,1,7,6,1,1,19,13,5.5,0.8,2,5,7,1,15,23,3,3,0,0,85.4,75.2,85.3,74.5,50.0,0.0,42.9,33.3,0,7,20,10,0,0,0.8,5.5,1,1,7,0,12,2,4,2,2,5,85.4,75.2,85.3,74.5,50.0,0.0,42.9,33.3,70.54,29.46,70.64,29.36,66.24,33.76,58.54,41.46,71.88,28.12,61.63,38.37,64.43,35.57,41.94,58.06,77.8,22.2,46.98,53.02,60.03,39.97,42.28,57.72,44.22,55.78,40.21,59.79,47.24,52.76,47.6,52.4,57.01,42.99,82.9,17.1,5.5,0.9,20,10,12,2,b908ef80
43.1,56.9,15,15,5,3,5,3,395,589,81.0,86.3,6,1,4,0,3,4,8,14,2.7,1.0,1,4,4,7,9,9,2,2,0,0,81.0,86.3,81.7,86.4,42.9,100.0,0.0,0.0,2,1,15,15,0,0,1.0,2.7,0,2,1,2,5,3,4,7,5,3,81.0,86.3,81.7,86.4,42.9,100.0,0.0,0.0,37.38,62.62,50.87,49.13,52.11,47.89,44.17,55.83,54.86,45.14,16.35,83.65,46.44,53.56,57.79,42.21,77.36,22.64,26.15,73.85,43.82,56.18,56.04,43.96,40.38,59.62,27.27,72.73,47.75,52.25,44.92,55.08,42.67,57.33,41.62,58.38,2.7,1.0,15,15,5,3,25a239c1
60.1,39.9,21,12,4,7,6,0,521,371,84.8,76.8,10,5,16,4,1,0,15,9,2.1,3.1,5,4,4,12,2,9,0,2,0,0,84.8,76.8,84.3,78.6,42.9,0.0,31.3,0.0,2,0,21,12,0,0,3.1,2.1,2,2,0,2,4,7,5,4,6,0,84.8,76.8,84.3,78.6,42.9,0.0,31.3,0.0,44.97,55.03,64.6,35.4,51.91,48.09,44.64,55.36,72.32,27.68,40.42,59.58,51.29,48.71,55.72,44.28,68.92,31.08,54.8,45.2,80.44,19.56,75.69,24.31,71.17,28.83,62.88,37.12,61.01,38.99,56.32,43.68,49.25,50.75,91.8,8.2,2.1,3.2,21,12,4,7,804bf0fa
52.4,47.6,8,10,4,5,1,2,362,342,81.8,79.0,8,8,6,5,4,0,16,11,0.8,1.2,3,3,9,17,19,16,3,2,0,0,81.8,79.0,82.7,80.6,12.5,57.1,0.0,40.0,2,1,8,10,0,0,1.2,0.8,0,1,1,2,4,5,2,3,1,2,81.8,79.0,82.7,80.6,12.5,57.1,0.0,40.0,63.02,36.98,30.55,69.45,27.91,72.09,38.47,61.53,49.69,50.31,35.55,64.45,47.57,52.43,45.45,54.55,31.3,68.7,53.49,46.51,45.58,54.42,49.67,50.33,52.29,47.71,65.23,34.77,67.16,32.84,72.42,27.58,83.88,16.12,62.28,37.72,0.8,1.2,8,10,4,5,a56f6072
53.7,46.3,6,20,3,6,1,7,451,407,78.7,81.3,3,5,4,8,3,1,11,10,1.9,2.5,5,1,1,4,22,12,6,2,0,0,78.7,81.3,78.6,81.1,0.0,60.0,50.0,50.0,1,2,6,20,0,0,2.5,1.9,1,0,2,1,3,6,1,6,1,7,78.7,81.3,78.6,81.1,0.0,60.0,50.0,50.0,65.01,34.99,56.49,43.51,47.9,52.1,45.85,54.15,62.59,37.41,52.3,47.7,46.41,53.59,54.54,45.46,47.27,52.73,47.98,52.02,53.79,46.21,46.17,53.83,67.31,32.69,53.26,46.74,63.4,36.6,46.44,53.56,68.72,31.28,40.38,59.62,1.9,2.5,6,20,3,6,98a71c11
56.8,43.2,12,7,2,2,5,2,544,387,90.1,85.8,4,1,10,5,2,0,16,6,1.4,1.1,2,1,2,15,12,16,3,4,0,0,90.1,85.8,90.6,87.0,25.0,100.0,10.0,40.0,0,1,12,7,0,0,1.1,1.4,1,1,1,0,2,2,4,3,5,2,90.1,85.8,90.6,87.0,25.0,100.0,10.0,40.0,56.14,43.86,59.98,40.02,68.33,31.67,64.65,35.35,56.83,43.17,61.82,38.18,50.74,49.26,66.94,33.06,28.39,71.61,63.62,36.38,75.21,24.79,66.31,33.69,59.16,40.84,47.37,52.63,61.33,38.67,10.5,89.5,86.57,13.43,28.94,71.06,1.4,1.1,12,7,2,2,0b25b4a7
47.9,52.1,19,14,9,6,2,5,471,508,86.0,86.8,7,4,5,11,2,1,6,7,2.7,0.9,4,7,8,8,9,10,2,1,0,0,86.0,86.8,85.6,86.4,16.7,25.0,40.0,36.4,1,2,19,14,0,0,0.9,2.7,0,0,2,1,9,6,6,4,2,5,86.0,86.8,85.6,86.4,16.7,25.0,40.0,36.4,46.5,53.5,48.56,51.44,63.45,36.55,65.97,34.03,53.86,46.14,42.64,57.36,47.58,52.42,28.15,71.85,76.32,23.68,55.26,44.74,40.16,59.84,36.72,63.28,48.71,51.29,46.38,53.62,53.61,46.39,33.98,66.02,71.3,28.7,31.96,68.04,2.7,0.9,19,14,9,6,843f339f
47.2,52.8,13,17,4,6,3,7,314,443,86.0,90.7,7,5,11,8,0,2,9,6,1.3,1.6,6,3,7,8,15,14,3,1,0,0,86.0,90.7,86.2,91.0,40.0,28.6,45.5,25.0,0,1,13,17,0,0,1.6,1.3,1,3,1,0,4,6,4,3,3,7,86.0,90.7,86.2,91.0,40.0,28.6,45.5,25.0,28.93,71.07,50.37,49.63,51.8,48.2,74.14,25.86,82.17,17.83,35.32,64.68,47.84,52.16,59.74,40.26,56.02,43.98,55.41,44.59,75.37,24.63,45.55,54.45,32.47,67.53,57.59,42.41,33.89,66.11,19.02,80.98,30.91,69.09,30.69,69.31,1.3,1.6,13,17,4,6,24c9ddb6
48.1,51.9,16,13,6,8,4,0,373,477,79.6,85.3,5,5,5,6,2,1,12,4,1.9,2.9,4,3,7,6,17,5,7,3,1,0,79.6,85.3,79.5,86.0,37.5,40.0,40.0,33.3,4,3,16,13,0,0,2.9,1.9,0,1,3,4,6,8,5,4,4,0,79.6,85.3,79.5,86.0,37.5,40.0,40.0,33.3,67.18,32.82,28.38,71.62,26.39,73.61,53.67,46.33,63.33,36.67,43.89,56.11,41.43,58.57,70.02,29.98,64.86,35.14,49.19,50.81,67.45,32.55,35.82,64.18,32.64,67.36,41.72,58.28,26.6,73.4,60.48,39.52,31.36,68.64,73.43,26.57,1.9,2.9,16,13,6,8,c4a4b329
50.3,49.7,15,9,4,1,5,1,368,336,81.8,77.4,4,3,11,4,0,2,19,12,1.9,0.8,1,3,1,2,12,15,1,4,0,1,81.8,77.4,82.3,77.6,75.0,33.3,36.4,0.0,0,1,15,9,0,0,0.8,1.9,2,2,1,0,4,1,6,5,5,1,81.8,77.4,82.3,77.6,75.0,33.3,36.4,0.0,27.0,73.0,41.19,58.81,51.6,48.4,67.9,32.1,46.69,53.31,39.33,60.67,60.7,39.3,55.94,44.06,43.07,56.93,48.31,51.69,33.18,66.82,50.33,49.67,29.46,70.54,75.58,24.42,48.0,52.0,68.33,31.67,59.9,40.1,58.4,41.6,1.9,0.8,15,9,4,1,5732ec5a
51.7,48.3,21,11,7,3,6,4,506,475,85.2,84.4,3,4,9,9,2,2,14,7,4.6,0.7,3,4,11,9,8,5,2,1,0,1,85.2,84.4,85.2,84.3,66.7,0.0,66.7,0.0,0,3,21,11,0,0,0.7,4.6,1,1,3,0,7,3,6,4,6,4,85.2,84.4,85.2,84.3,66.7,0.0,66.7,0.0,63.79,36.21,70.59,29.41,73.08,26.92,29.76,70.24,66.17,33.83,52.77,47.23,52.87,47.13,49.98,50.02,54.44,45.56,41.61,58.39,45.08,54.92,50.67,49.33,24.47,75.53,10.71,89.29,62.41,37.59,44.7,55.3,53.77,46.23,68.63,31.37,4.6,0.7,21,11,7,3,6a3d1729
66.1,33.9,13,3,8,0,2,1,672,277,92.9,84.5,7,1,9,2,2,3,12,9,2.1,0.3,0,4,2,10,5,16,0,2,0,0,92.9,84.5,92.6,84.9,0.0,0.0,33.3,0.0,0,4,13,3,0,0,0.3,2.1,2,0,4,0,8,0,3,2,2,1,92.9,84.5,92.6,84.9,0.0,0.0,33.3,0.0,74.55,25.45,43.9,56.1,75.74,24.26,80.76,19.24,64.35,35.65,58.27,41.73,67.48,32.52,41.43,58.57,71.0,29.0,71.63,28.37,69.17,30.83,50.38,49.62,66.36,33.64,80.47,19.53,77.49,22.51,62.87,37.13,79.64,20.36,62.47,37.53,2.1,0.3,13,3,8,0,4c84665a
45.6,54.4,5,17,3,5,1,5,435,525,75.9,80.2,3,5,5,7,1,2,25,33,0.2,1.5,5,3,19,13,14,15,3,0,0,0,75.9,80.2,76.8,80.1,0.0,0.0,40.0,0.0,0,0,5,17,0,0,1.5,0.2,1,0,0,0,3,5,1,4,1,5,75.9,80.2,76.8,80.1,0.0,0.0,40.0,0.0,29.55,70.45,60.42,39.58,76.73,23.27,32.5,67.5,33.09,66.91,65.11,34.89,56.36,43.64,29.67,70.33,25.27,74.73,25.04,74.96,50.64,49.36,45.38,54.62,48.24,51.76,48.72,51.28,27.78,72.22,51.84,48.16,48.45,51.55,77.05,22.95,0.2,1.5,5,17,3,5,6fa88376
37.6,62.4,18,10,8,5,6,3,336,648,72.3,85.3,8,6,11,13,3,1,9,11,3.1,1.5,1,5,11,9,11,10,4,3,0,0,72.3,85.3,72.3,84.7,33.3,0.0,18.2,23.1,3,3,18,10,0,0,1.5,3.1,1,3,3,3,8,5,3,2,6,3,72.3,85.3,72.3,84.7,33.3,0.0,18.2,23.1,47.91,52.09,42.67,57.33,35.76,64.24,30.85,69.15,30.12,69.88,44.6,55.4,49.01,50.99,68.34,31.66,54.29,45.71,18.11,81.89,42.12,57.88,13.33,86.67,39.65,60.35,46.72,53.28,45.74,54.26,30.03,69.97,31.83,68.17,43.27,56.73,3.1,1.5,18,10,8,5,af140171
45.3,54.7,16,13,6,3,3,5,482,610,84.7,86.6,5,3,9,2,2,0,7,13,2.3,1.5,1,5,4,13,11,11,1,3,0,0,84.7,86.6,84.0,86.9,16.7,100.0,11.1,50.0,2,1,16,13,0,0,1.5,2.3,0,1,1,2,6,3,7,4,3,5,84.7,86.6,84.0,86.9,16.7,100.0,11.1,50.0,40.07,59.93,33.38,66.62,44.5,55.5,56.79,43.21,51.22,48.78,45.48,54.52,50.05,49.95,36.07,63.93,62.66,37.34,40.19,59.81,47.0,53.0,35.73,64.27,33.14,66.86,41.92,58.08,43.14,56.86,68.61,31.39,30.15,69.85,61.31,38.69,2.3,1.5,16,13,6,3,d91ba6d4
46.5,53.5,20,18,8,6,4,9,477,544,84.7,83.6,2,8,4,4,4,3,15,9,1.8,1.6,7,7,9,4,10,15,2,3,0,0,84.7,83.6,84.3,83.5,100.0,28.6,25.0,50.0,0,0,20,18,0,0,1.6,1.8,2,1,0,0,8,6,9,3,4,9,84.7,83.6,84.3,83.5,100.0,28.6,25.0,50.0,59.76,40.24,42.03,57.97,41.36,58.64,31.34,68.66,56.34,43.66,49.01,50.99,36.86,63.14,63.92,36.08,33.53,66.47,47.75,52.25,51.24,48.76,39.8,60.2,57.78,42.22,24.24,75.76,46.29,53.71,46.16,53.84,56.27,43.73,68.26,31.74,1.8,1.6,20,18,8,6,8370e7f0
57.4,42.6,24,11,5,7,8,0,454,333,83.7,77.8,9,3,16,3,6,0,20,14,1.6,1.3,5,4,2,11,10,10,2,5,0,0,83.7,77.8,83.7,78.7,85.7,0.0,25.0,0.0,2,1,24,11,0,0,1.3,1.6,0,0,1,2,5,7,8,4,8,0,83.7,77.8,83.7,78.7,85.7,0.0,25.0,0.0,55.92,44.08,57.05,42.95,58.17,41.83,34.24,65.76,42.37,57.63,41.73,58.27,81.13,18.87,63.76,36.24,24.73,75.27,69.27,30.73,55.02,44.98,38.81,61.19,49.14,50.86,78.88,21.12,72.31,27.69,63.95,36.05,38.38,61.62,69.76,30.24,1.6,1.3,24,11,5,7,d3b23521
52.4,47.6,16,12,8,4,2,5,445,362,80.0,75.7,5,4,5,10,3,1,19,16,3.2,0.9,4,5,9,3,12,16,1,3,0,0,80.0,75.7,80.2,75.6,60.0,50.0,40.0,30.0,1,3,16,12,0,0,0.9,3.2,1,2,3,0,8,4,3,3,2,5,80.0,75.7,80.2,75.6,60.0,50.0,40.0,30.0,53.63,46.37,59.58,40.42,66.53,33.47,64.84,35.16,43.38,56.62,59.51,40.49,56.02,43.98,48.4,51.6,69.7,30.3,41.82,58.18,39.57,60.43,50.74,49.26,48.95,51.05,75.08,24.92,43.11,56.89,61.99,38.01,58.7,41.3,28.88,71.12,3.2,0.9,16,12,8,4,351a81dd
45.3,54.7,15,10,6,4,5,3,408,516,81.1,83.7,3,5,7,7,1,5,10,4,2.7,0.9,3,4,15,7,13,11,2,2,0,0,81.1,83.7,80.6,84.1,0.0,0.0,71.4,14.3,1,2,15,10,0,0,0.9,2.7,2,1,2,1,6,4,4,3,5,3,81.1,83.7,80.6,84.1,0.0,0.0,71.4,14.3,72.8,27.2,31.06,68.94,62.62,37.38,59.86,40.14,63.91,36.09,51.46,48.54,43.05,56.95,46.29,53.71,43.2,56.8,50.38,49.62,44.99,55.01,33.1,66.9,33.97,66.03,33.33,66.67,55.96,44.04,29.7,70.3,34.74,65.26,35.44,64.56,2.7,0.9,15,10,6,4,47e971b9
47.9,52.1,8,11,5,3,3,5,490,541,85.9,86.7,5,5,5,5,2,0,3,4,0.6,0.4,3,4,6,6,9,13,1,2,0,0,85.9,86.7,86.0,86.4,0.0,0.0,20.0,20.0,0,1,8,11,0,0,0.4,0.6,0,1,1,0,5,3,0,3,3,5,85.9,86.7,86.0,86.4,0.0,0.0,20.0,20.0,45.16,54.84,11.76,88.24,70.01,29.99,38.75,61.25,37.78,62.22,72.26,27.74,20.59,79.41,35.94,64.06,53.4,46.6,80.79,19.21,61.32,38.68,24.49,75.51,46.67,53.33,73.49,26.51,45.26,54.74,39.42,60.58,37.74,62.26,35.51,64.49,0.6,0.4,8,11,5,3,ae0d35fc
49.4,50.6,6,13,4,1,2,6,418,484,80.6,85.7,2,7,3,6,4,1,22,14,1.2,1.3,1,2,7,4,20,12,2,3,0,0,80.6,85.7,82.2,85.8,50.0,14.3,33.3,16.7,1,2,6,13,0,0,1.3,1.2,2,1,2,0,4,1,0,5,2,6,80.6,85.7,82.2,85.8,50.0,14.3,33.3,16.7,85.34,14.66,45.6,54.4,51.84,48.16,57.44,42.56,41.6,58.4,29.11,70.89,70.14,29.86,61.72,38.28,53.99,46.01,63.62,36.38,62.04,37.96,42.59,57.41,40.25,59.75,37.3,62.7,49.04,50.96,61.94,38.06,37.74,62.26,33.63,66.37,1.2,1.3,6,13,4,1,53bfea2b
46.8,53.2,10,16,4,8,3,0,406,414,84.7,84.5,2,6,3,10,0,3,7,10,1.4,2.4,7,2,6,7,11,15,5,3,0,0,84.7,84.5,86.3,85.0,0.0,83.3,33.3,10.0,1,2,10,16,0,0,2.4,1.4,0,0,2,1,4,8,3,6,3,0,84.7,84.5,86.3,85.0,0.0,83.3,33.3,10.0,40.97,59.03,53.8,46.2,59.95,40.05,34.29,65.71,65.42,34.58,64.76,35.24,33.24,66.76,73.59,26.41,47.26,52.74,50.81,49.19,55.83,44.17,42.4,57.6,45.59,54.41,36.84,63.16,40.07,59.93,26.09,73.91,38.55,61.45,41.15,58.85,1.4,2.4,10,16,4,8,a47a1ea2
53.0,47.0,8,11,2,4,3,1,492,432,87.0,83.3,6,5,11,8,0,4,9,12,0.7,0.6,4,1,7,8,15,9,5,1,0,0,87.0,83.3,86.7,83.3,75.0,50.0,27.3,25.0,0,1,8,11,0,0,0.6,0.7,1,2,1,0,2,4,2,6,3,1,87.0,83.3,86.7,83.3,75.0,50.0,27.3,25.0,55.15,44.85,45.8,54.2,50.36,49.64,58.95,41.05,45.28,54.72,22.5,77.5,72.69,27.31,66.53,33.47,56.33,43.67,37.61,62.39,36.46,63.54,67.55,32.45,38.51,61.49,58.68,41.32,61.93,38.07,41.39,58.61,83.61,16.39,81.86,18.14,0.7,0.6,8,11,2,4,2e362b0d
42.4,57.6,7,19,5,13,0,0,382,572,83.8,90.0,1,3,1,14,1,2,9,16,2.2,2.9,11,2,17,3,11,12,1,1,0,0,83.8,90.0,84.8,90.0,0.0,50.0,0.0,0.0,2,4,7,19,0,0,2.9,2.2,2,0,4,2,5,13,2,4,0,0,83.8,90.0,84.8,90.0,0.0,50.0,0.0,0.0,51.64,48.36,43.32,56.68,93.79,6.21,49.01,50.99,5.07,94.93,83.45,16.55,35.85,64.15,30.36,69.64,39.93,60.07,36.45,63.55,25.93,74.07,71.58,28.42,39.02,60.98,54.37,45.63,19.86,80.14,24.23,75.77,35.64,64.36,38.09,61.91,2.2,2.9,7,19,5,13,6b0c0d97
56.2,43.8,13,10,5,4,4,3,434,367,81.8,78.5,10,3,16,7,4,1,17,18,1.9,1.2,2,3,14,27,12,13,1,2,0,0,81.8,78.5,81.6,79.3,33.3,0.0,12.5,28.6,2,2,13,10,0,0,1.2,1.9,0,2,2,2,5,4,3,3,4,3,81.8,78.5,81.6,79.3,33.3,0.0,12.5,28.6,25.23,74.77,56.52,43.48,69.81,30.19,74.14,25.86,68.26,31.74,47.97,52.03,54.28,45.72,57.53,42.47,53.94,46.06,41.83,58.17,52.8,47.2,39.85,60.15,69.29,30.71,59.76,40.24,55.76,44.24,60.55,39.45,44.66,55.34,76.86,23.14,1.9,1.2,13,10,5,4,f5495d15
53.5,46.5,21,9,7,4,7,1,498,432,89.8,89.6,11,4,17,4,0,2,6,4,2.0,0.5,4,6,6,11,11,10,5,2,0,0,89.8,89.6,90.6,89.6,44.4,33.3,47.1,25.0,0,1,21,9,0,0,0.5,2.0,0,1,1,0,7,4,5,1,7,1,89.8,89.6,90.6,89.6,44.4,33.3,47.1,25.0,78.33,21.67,67.86,32.14,59.41,40.59,41.83,58.17,55.91,44.09,61.86,38.14,48.79,51.21,36.12,63.88,30.18,69.82,35.66,64.34,52.23,47.77,69.4,30.6,69.03,30.97,84.76,15.24,44.78,55.22,67.62,32.38,34.63,65.37,23.15,76.85,2.0,0.5,21,9,7,4,9182aa68
37.1,62.9,17,7,6,5,6,0,406,742,82.3,89.2,4,4,6,5,7,3,10,5,2.5,1.3,4,4,6,3,12,12,1,1,0,0,82.3,89.2,82.1,88.8,25.0,0.0,16.7,0.0,1,1,17,7,0,0,1.3,2.5,1,0,1,1,6,5,5,2,6,0,82.3,89.2,82.1,88.8,25.0,0.0,16.7,0.0,49.3,50.7,40.07,59.93,20.33,79.67,29.07,70.93,23.13,76.87,25.92,74.08,62.19,37.81,25.38,74.62,36.56,63.44,52.31,47.69,34.93,65.07,48.57,51.43,51.67,48.33,59.34,40.66,22.38,77.62,38.08,61.92,25.1,74.9,24.96,75.04,2.5,1.3,17,7,6,5,6d578266
53.8,46.2,9,19,4,4,2,4,553,454,88.6,86.1,2,8,9,13,2,2,7,4,1.5,1.9,3,3,9,7,10,8,2,0,0,0,88.6,86.1,88.3,86.1,33.3,42.9,22.2,7.7,1,1,9,19,0,0,1.9,1.5,0,0,1,1,4,4,3,11,2,4,88.6,86.1,88.3,86.1,33.3,42.9,22.2,7.7,43.65,56.35,45.46,54.54,42.58,57.42,70.39,29.61,38.22,61.78,50.77,49.23,49.89,50.11,44.68,55.32,61.71,38.29,57.32,42.68,75.45,24.55,70.63,29.37,38.16,61.84,59.41,40.59,60.38,39.62,45.3,54.7,39.45,60.55,74.5,25.5,1.5,1.9,9,19,4,4,b58463fd
45.2,54.8,19,18,10,7,4,7,417,546,88.0,88.8,5,3,10,15,2,1,7,4,3.0,2.0,4,6,8,4,8,5,3,1,0,0,88.0,88.8,87.4,89.3,0.0,0.0,30.0,13.3,3,4,19,18,0,0,2.0,3.0,3,3,4,3,10,7,4,4,4,7,88.0,88.8,87.4,89.3,0.0,0.0,30.0,13.3,51.19,48.81,56.99,43.01,40.8,59.2,49.55,50.45,19.54,80.46,67.43,32.57,25.19,74.81,47.3,52.7,61.16,38.84,44.84,55.16,25.97,74.03,32.29,67.71,61.66,38.34,51.22,48.78,42.71,57.29,41.77,58.23,19.61,80.39,61.91,38.09,3.0,2.0,19,18,10,7,7d9ffd64
58.5,41.5,14,14,5,4,4,5,472,328,76.1,73.2,7,4,4,4,1,0,24,26,1.5,1.9,3,5,8,18,13,19,2,4,0,1,76.1,73.2,75.2,74.2,0.0,25.0,0.0,0.0,1,0,14,14,0,0,1.9,1.5,0,0,0,1,5,4,3,5,4,5,76.1,73.2,75.2,74.2,0.0,25.0,0.0,0.0,51.27,48.73,43.03,56.97,71.08,28.92,39.47,60.53,46.9,53.1,48.48,51.52,61.11,38.89,44.85,55.15,34.33,65.67,63.57,36.43,71.38,28.62,63.63,36.37,55.83,44.17,60.41,39.59,80.71,19.29,65.13,34.87,77.69,22.31,58.66,41.34,1.5,1.9,14,14,5,4,3b33f617
52.9,47.1,14,8,4,3,2,1,449,380,77.3,76.0,8,2,1,2,2,0,15,14,1.1,1.8,2,2,0,6,12,11,2,2,0,0,77.3,76.0,77.7,76.3,62.5,0.0,0.0,50.0,1,1,14,8,0,0,1.8,1.1,1,1,1,1,4,3,8,3,2,1,77.3,76.0,77.7,76.3,62.5,0.0,0.0,50.0,71.12,28.88,50.92,49.08,63.96,36.04,49.2,50.8,64.05,35.95,72.87,27.13,41.84,58.16,27.56,72.44,50.18,49.82,37.38,62.62,57.18,42.82,33.16,66.84,36.09,63.91,48.58,51.42,55.74,44.26,53.95,46.05,47.2,52.8,47.64,52.36,1.1,1.8,14,8,4,3,5848925c
58.3,41.7,15,18,8,10,3,4,530,362,85.8,79.8,2,8,6,5,2,1,17,10,1.4,2.4,8,7,7,2,11,18,1,2,0,0,85.8,79.8,85.9,81.0,50.0,57.1,16.7,0.0,3,1,15,18,0,0,2.4,1.4,2,2,1,2,8,10,4,4,3,4,85.8,79.8,85.9,81.0,50.0,57.1,16.7,0.0,59.75,40.25,70.86,29.14,46.19,53.81,29.4,70.6,73.37,26.63,70.09,29.91,60.15,39.85,78.48,21.52,44.76,55.24,58.32,41.68,45.3,54.7,43.73,56.27,81.97,18.03,81.75,18.25,65.87,34.13,73.0,27.0,55.25,44.75,61.31,38.69,1.4,2.3,15,18,8,10,3f143e00
49.8,50.2,8,16,3,7,2,6,433,469,82.2,83.2,6,4,14,10,1,3,15,13,1.1,3.2,6,2,25,15,14,14,4,2,1,0,82.2,83.2,83.0,82.6,20.0,25.0,7.1,20.0,1,1,8,16,0,0,3.2,1.1,2,3,1,1,3,7,2,2,2,6,82.2,83.2,83.0,82.6,20.0,25.0,7.1,20.0,43.89,56.11,77.05,22.95,51.94,48.06,55.76,44.24,62.96,37.04,62.81,37.19,60.06,39.94,53.89,46.11,33.05,66.95,61.17,38.83,65.47,34.53,55.68,44.32,45.22,54.78,47.18,52.82,40.32,59.68,25.09,74.91,40.48,59.52,24.43,75.57,1.1,3.2,8,16,3,7,3caf9938
